# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "E1_sample_longest_full_ORF_with_constructs.gff" "-o" "E1_counts.txt" "E1_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	E1_aln.bam
YIL083C_id001	chrIX	203157	204752	-	1596	72
YIL084C_id002	chrIX	201124	203291	-	2168	6
YIL085C_id001	chrIX	200439	202713	-	2275	27
YIL087C_id002	chrIX	199552	200351	-	800	38
YIL088C_id001	chrIX	197798	199476	-	1679	47
YIL089W_id004	chrIX	195569	196687	+	1119	5
YIL090W_id004	chrIX	193418	195398	+	1981	25
YIL091C_id003	chrIX	190946	193250	-	2305	51
YIL092W_id002	chrIX	188971	191066	+	2096	9
YIL093C_id005	chrIX	187855	188893	-	1039	13
YIL094C_id002	chrIX	185969	187697	-	1729	281
YIL095W_id001	chrIX	183768	186498	+	2731	16
YIL096C_id003	chrIX	181965	183165	-	1201	27
YIL097W_id002	chrIX	180401	182124	+	1724	8
YIL098C_id004	chrIX	179678	180320	-	643	81
YIL099W_tx0	chrIX	177979	179778	+	1800	4
YIL101C_tx0	chrIX	175182	177275	-	2094	10
YIL102C-A_id003	chrIX	172179	173647	-	1469	19
YIL103W_id002	chrIX	171678	173163	+	1486	63
YIL104C_id001	chrIX	169883	171562	-	1680	20
YIL105C_id003	chrIX	167420	169773	-	2354	49
YIL106W_id002	chrIX	166301	167615	+	1315	68
YIL107C_id002	chrIX	163026	165939	-	2914	34
YIL108W_id001	chrIX	160717	163162	+	2446	134
YIL109C_id002	chrIX	157206	160247	-	3042	219
YIL110W_id002	chrIX	156014	157460	+	1447	15
YIL111W_id006	chrIX	154814	155799	+	986	89
YIL112W_id003	chrIX	151554	154976	+	3423	48
YIL113W_id003	chrIX	150527	151537	+	1011	23
YIL114C_id001	chrIX	148978	150045	-	1068	24
YIL115C_id001	chrIX	144266	148841	-	4576	127
YIL116W_id002	chrIX	142894	144109	+	1216	4
YIL117C_id003	chrIX	140517	141754	-	1238	38
YIL118W_id002	chrIX	139591	140618	+	1028	32
YIL119C_id001	chrIX	136359	138095	-	1737	53
YIL120W_tx0	chrIX	134392	136233	+	1842	6
YIL121W_id001	chrIX	132225	134349	+	2125	62
YIL122W_id005	chrIX	130323	131821	+	1499	18
YIL123W_id002	chrIX	127427	129918	+	2492	295
YIL124W_id003	chrIX	126162	127484	+	1323	87
YIL125W_tx0	chrIX	122664	125858	+	3195	62
YIL126W_id001	chrIX	117922	122208	+	4287	132
YIL127C_id003	chrIX	116360	117668	-	1309	91
YIL128W_tx0	chrIX	113781	117029	+	3249	47
YIL129C_tx0	chrIX	105982	113262	-	7281	74
YIL130W_tx0	chrIX	102757	105801	+	3045	9
YIL131C_id002	chrIX	100546	102290	-	1745	3
YIL132C_id001	chrIX	99467	100711	-	1245	9
YIL133C_id003	chrIX	98299	99477	-	1179	1780
YIL134C-A_id001	chrIX	96351	97145	-	795	0
YIL134W_id003	chrIX	97110	98401	+	1292	147
YIL135C_id001	chrIX	94910	96597	-	1688	45
YIL136W_id020	chrIX	93556	94899	+	1344	138
YIL137C_id002	chrIX	89845	92837	-	2993	80
YIL138C_id002	chrIX	88452	89734	-	1283	144
YIL139C_id003	chrIX	87857	88937	-	1081	14
YIL140W_id001	chrIX	85145	87961	+	2817	32
YIL142W_id003	chrIX	83275	85069	+	1795	87
YIL143C_tx0	chrIX	80385	83066	-	2682	48
YIL144W_tx0	chrIX	78049	80274	+	2226	35
YIL145C_id001	chrIX	75809	77327	-	1519	89
YIL146C_id001	chrIX	73969	76139	-	2171	15
YIL147C_tx0	chrIX	69666	73478	-	3813	35
YIL148W_id001	chrIX	68143	69595	+	1453	3443
YIL149C_tx0	chrIX	62903	68092	-	5190	143
YIL150C_tx0	chrIX	60888	62753	-	1866	9
YIL152W_id001	chrIX	56472	57405	+	934	24
YIL153W_id003	chrIX	55165	56434	+	1270	18
YIL154C_id002	chrIX	53694	55046	-	1353	55
YIL155C_id011	chrIX	51419	53761	-	2343	20
YIL156W_tx0	chrIX	48066	51431	+	3366	18
YIL156W-B_id001	chrIX	47673	48190	+	518	93
YIL157C_id001	chrIX	46697	47576	-	880	90
YIL158W_id002	chrIX	46143	46924	+	782	121
YIL159W_tx0	chrIX	41800	46077	+	4278	10
YIL160C_tx0	chrIX	40066	41469	-	1404	0
YIL161W_id003	chrIX	39423	40232	+	810	54
YIL162W_id007	chrIX	37346	39203	+	1858	24
YIL164C_tx0	chrIX	33962	34711	-	750	0
YIL165C_id001	chrIX	33451	34280	-	830	23
YIL169C_id001	chrIX	22843	26146	-	3304	0
YIL172C_tx0	chrIX	16659	18578	-	1920	0
YIL173W_tx0	chrIX	11467	16266	+	4800	0
YIR001C_id004	chrIX	355810	356960	-	1151	8
YIR002C_tx0	chrIX	357290	360421	-	3132	49
YIR003W_id003	chrIX	360747	362994	+	2248	23
YIR004W_id002	chrIX	363181	364680	+	1500	51
YIR005W_id001	chrIX	364650	365411	+	762	19
YIR006C_tx0	chrIX	365341	369933	-	4593	111
YIR007W_id002	chrIX	370702	373106	+	2405	4
YIR008C_id001	chrIX	372684	374333	-	1650	10
YIR009W_id001	chrIX	373907	375310	+	1404	11
YIR010W_id001	chrIX	375340	377268	+	1929	28
YIR011C_id001	chrIX	377177	378280	-	1104	20
YIR012W_id003	chrIX	378464	379935	+	1472	120
YIR013C_id001	chrIX	379797	380841	-	1045	0
YIR015W_tx0	chrIX	381923	382507	+	585	0
YIR016W_id001	chrIX	382178	383501	+	1324	7
YIR017C_id001	chrIX	383348	384377	-	1030	10
YIR018C-A_id001	chrIX	385345	386485	-	1141	14
YIR018W_id001	chrIX	384592	385866	+	1275	8
YIR019C_tx0	chrIX	389447	393700	-	4254	5
YIR020C_id002	chrIX	393608	396980	-	3373	8
YIR021W_id001	chrIX	397221	398485	+	1265	20
YIR022W_id002	chrIX	398725	399593	+	869	280
YIR023W_tx0	chrIX	399752	402814	+	3063	8
YIR024C_id001	chrIX	402645	403543	-	899	12
YIR025W_id003	chrIX	403615	404915	+	1301	8
YIR026C_id001	chrIX	404617	405996	-	1380	47
YIR027C_tx0	chrIX	406135	407667	-	1533	2
YIR028W_tx0	chrIX	408443	410500	+	2058	6
YIR029W_id001	chrIX	410653	412046	+	1394	11
YIR030C_id010	chrIX	411982	412822	-	841	6
YIR031C_id005	chrIX	412950	414820	-	1871	6
YIR032C_id001	chrIX	414883	415679	-	797	3
YIR033W_id002	chrIX	416068	419565	+	3498	84
YIR034C_id001	chrIX	419444	420774	-	1331	111
YIR035C_id004	chrIX	420946	422319	-	1374	225
YIR036C_id002	chrIX	421810	422912	-	1103	1
YIR037W_id001	chrIX	423049	423850	+	802	250
YIR038C_id001	chrIX	423687	425265	-	1579	67
YIR039C_id001	chrIX	430339	432364	-	2026	22
YIR041W_id001	chrIX	432511	434436	+	1926	0
YIR042C_id001	chrIX	434894	436253	-	1360	4
YJL001W_id001	chrX	434798	436040	+	1243	337
YJL002C_id004	chrX	433110	434731	-	1622	97
YJL003W_id001	chrX	432417	433278	+	862	37
YJL004C_id010	chrX	431283	432228	-	946	22
YJL005W_tx0	chrX	425132	431362	+	6231	64
YJL006C_id005	chrX	423085	424184	-	1100	17
YJL008C_id002	chrX	419718	421706	-	1989	177
YJL010C_id001	chrX	417421	419596	-	2176	46
YJL011C_id001	chrX	413875	414821	-	947	43
YJL012C_id001	chrX	411163	413492	-	2330	244
YJL013C_tx0	chrX	409368	411065	-	1698	23
YJL014W_id003	chrX	407516	409471	+	1956	428
YJL016W_id002	chrX	405314	407389	+	2076	55
YJL019W_id001	chrX	402781	405523	+	2743	14
YJL020C_tx0	chrX	398812	402435	-	3624	242
YJL022W_id001	chrX	397955	398883	+	929	3
YJL023C_id005	chrX	397198	398415	-	1218	10
YJL024C_id006	chrX	395539	396621	-	1083	42
YJL025W_id001	chrX	393887	395801	+	1915	15
YJL026W_id002	chrX	392210	393743	+	1534	77
YJL027C_id001	chrX	391767	392725	-	959	4
YJL028W_tx0	chrX	391286	391771	+	486	0
YJL029C_id002	chrX	388285	390932	-	2648	37
YJL030W_id004	chrX	387397	388260	+	864	28
YJL031C_id004	chrX	386264	387514	-	1251	37
YJL033W_id003	chrX	383801	386230	+	2430	99
YJL034W_id001	chrX	381289	383764	+	2476	284
YJL035C_id002	chrX	380098	381054	-	957	10
YJL036W_id001	chrX	378698	380366	+	1669	37
YJL037W_tx0	chrX	376637	377461	+	825	20
YJL038C_id001	chrX	374957	375860	-	904	0
YJL039C_tx0	chrX	368623	373824	-	5202	36
YJL041W_id004	chrX	365723	368496	+	2774	64
YJL042W_id002	chrX	361181	365598	+	4418	127
YJL043W_id001	chrX	360060	361239	+	1180	3
YJL044C_id001	chrX	357892	359725	-	1834	49
YJL045W_tx0	chrX	355999	358053	+	2055	1
YJL046W_id003	chrX	352383	353905	+	1523	22
YJL047C_tx0	chrX	349455	352133	-	2679	36
YJL047C-A_id001	chrX	348573	349372	-	800	32
YJL048C_id001	chrX	347194	348729	-	1536	12
YJL049W_id002	chrX	345950	347414	+	1465	11
YJL050W_id001	chrX	342474	345836	+	3363	250
YJL051W_id001	chrX	339712	342470	+	2759	22
YJL052W_id004	chrX	338157	339406	+	1250	1121
YJL053W_id005	chrX	335828	337214	+	1387	55
YJL054W_id001	chrX	334222	335881	+	1660	50
YJL055W_id001	chrX	332954	334147	+	1194	167
YJL056C_tx0	chrX	330306	333098	-	2793	65
YJL057C_id003	chrX	328061	330196	-	2136	25
YJL058C_id008	chrX	326212	327906	-	1695	3
YJL059W_id002	chrX	324909	326275	+	1367	24
YJL060W_id001	chrX	323327	324848	+	1522	72
YJL061W_id009	chrX	319968	322441	+	2474	52
YJL062W_id001	chrX	317235	319865	+	2631	89
YJL062W-A_id001	chrX	316682	317272	+	591	39
YJL063C_id001	chrX	315680	316827	-	1148	0
YJL065C_id001	chrX	314939	316326	-	1388	15
YJL066C_id005	chrX	313832	314910	-	1079	13
YJL068C_id001	chrX	312774	313979	-	1206	90
YJL069C_id002	chrX	310833	312747	-	1915	29
YJL070C_id003	chrX	307889	310683	-	2795	36
YJL071W_id002	chrX	306039	307975	+	1937	27
YJL072C_id004	chrX	304627	305915	-	1289	50
YJL073W_id001	chrX	303061	305205	+	2145	8
YJL074C_tx0	chrX	299032	302874	-	3843	23
YJL076W_id002	chrX	295208	298985	+	3778	105
YJL077C_tx0	chrX	294541	295086	-	546	1
YJL077W-A_id001	chrX	294142	295051	+	910	47
YJL077W-B_id004	chrX	292044	294320	+	2277	4
YJL078C_id004	chrX	290970	294062	-	3093	45
YJL079C_id002	chrX	289691	291056	-	1366	230
YJL080C_id003	chrX	285449	289412	-	3964	700
YJL081C_id001	chrX	283397	285294	-	1898	96
YJL082W_id001	chrX	281069	283598	+	2530	122
YJL083W_id001	chrX	278337	281109	+	2773	22
YJL084C_id002	chrX	274717	278115	-	3399	58
YJL085W_tx0	chrX	272802	274823	+	2022	7
YJL087C_id001	chrX	269795	272610	-	2816	16
YJL088W_id001	chrX	268777	270047	+	1271	16
YJL089W_tx0	chrX	265901	268540	+	2640	2
YJL090C_id001	chrX	262674	265096	-	2423	12
YJL091C_id003	chrX	260677	262569	-	1893	48
YJL092W_id001	chrX	257239	261110	+	3872	63
YJL093C_tx0	chrX	254612	256837	-	2226	24
YJL094C_id001	chrX	251658	254487	-	2830	44
YJL095W_tx0	chrX	247230	251816	+	4587	15
YJL096W_id004	chrX	246410	247066	+	657	29
YJL097W_id001	chrX	245490	246339	+	850	76
YJL098W_id001	chrX	241374	245316	+	3943	45
YJL099W_tx0	chrX	239389	241779	+	2391	18
YJL100W_id003	chrX	236920	239167	+	2248	21
YJL101C_id001	chrX	234002	236494	-	2493	121
YJL102W_id006	chrX	231259	233875	+	2617	31
YJL103C_id001	chrX	228831	231085	-	2255	9
YJL104W_id002	chrX	226920	227937	+	1018	41
YJL105W_tx0	chrX	225030	226862	+	1833	0
YJL106W_id003	chrX	220764	223515	+	2752	8
YJL108C_id002	chrX	217474	219184	-	1711	8
YJL109C_tx0	chrX	211875	217334	-	5460	282
YJL110C_id006	chrX	209793	211675	-	1883	21
YJL111W_id003	chrX	207801	209719	+	1919	194
YJL112W_id001	chrX	205257	207600	+	2344	51
YJL115W_id002	chrX	195629	197228	+	1600	55
YJL116C_id005	chrX	193546	195086	-	1541	34
YJL117W_id001	chrX	192441	193808	+	1368	52
YJL118W_id004	chrX	191624	192466	+	843	5
YJL119C_id001	chrX	191159	192343	-	1185	1
YJL120W_id001	chrX	190323	191698	+	1376	0
YJL121C_id001	chrX	190308	191546	-	1239	279
YJL122W_id006	chrX	189668	190398	+	731	40
YJL123C_id001	chrX	187830	190308	-	2479	46
YJL124C_id001	chrX	186911	188277	-	1367	104
YJL125C_id001	chrX	185394	186731	-	1338	18
YJL126W_id001	chrX	183645	185545	+	1901	10
YJL127C_tx0	chrX	182173	184245	-	2073	0
YJL127C-B_id004	chrX	181275	182474	-	1200	94
YJL128C_id001	chrX	177866	180324	-	2459	50
YJL129C_tx0	chrX	173474	177331	-	3858	52
YJL130C_tx0	chrX	165598	172392	-	6795	2666
YJL131C_id001	chrX	163884	165374	-	1491	20
YJL132W_id002	chrX	161892	164304	+	2413	12
YJL133C-A_id003	chrX	159410	159876	-	467	290
YJL133W_id001	chrX	160375	161704	+	1330	48
YJL134W_id001	chrX	157918	159507	+	1590	28
YJL136C_id002	chrX	156179	157287	-	1109	1120
YJL137C_id001	chrX	154673	156221	-	1549	6
YJL138C_id001	chrX	153246	154800	-	1555	472
YJL139C_id003	chrX	150874	153085	-	2212	16
YJL140W_id001	chrX	150862	151796	+	935	125
YJL141C_tx0	chrX	147842	150415	-	2574	0
YJL142C_id001	chrX	147810	150372	-	2563	0
YJL143W_id008	chrX	147055	147976	+	922	111
YJL144W_id003	chrX	146278	146905	+	628	19
YJL145W_id002	chrX	145084	146157	+	1074	118
YJL146W_id003	chrX	143166	144923	+	1758	17
YJL147C_id008	chrX	141189	142642	-	1454	4
YJL148W_id002	chrX	140380	141690	+	1311	634
YJL149W_id001	chrX	137343	139434	+	2092	4
YJL151C_id001	chrX	135911	136806	-	896	269
YJL153C_tx0	chrX	134207	135958	-	1752	16
YJL154C_tx0	chrX	130976	133960	-	2985	40
YJL155C_id006	chrX	129127	130804	-	1678	39
YJL156C_id005	chrX	126463	129004	-	2542	21
YJL157C_tx0	chrX	123711	126353	-	2643	52
YJL158C_id001	chrX	121864	122990	-	1127	1108
YJL159W_id003	chrX	120262	121998	+	1737	1983
YJL160C_id001	chrX	117806	118825	-	1020	3
YJL161W_id003	chrX	116697	117941	+	1245	24
YJL162C_id001	chrX	113767	115713	-	1947	12
YJL163C_id004	chrX	111594	113413	-	1820	12
YJL164C_id004	chrX	109794	111403	-	1610	48
YJL165C_tx0	chrX	106769	109486	-	2718	38
YJL166W_id006	chrX	106332	106951	+	620	222
YJL167W_id004	chrX	104894	106201	+	1308	289
YJL168C_id001	chrX	102016	104537	-	2522	62
YJL170C_id002	chrX	101123	101873	-	751	8
YJL171C_id004	chrX	99479	100922	-	1444	35
YJL172W_id003	chrX	97698	99612	+	1915	7
YJL173C_id001	chrX	95965	96542	-	578	219
YJL174W_id004	chrX	94941	96221	+	1281	136
YJL175W_id002	chrX	91763	94976	+	3214	1
YJL176C_id003	chrX	91826	94593	-	2768	120
YJL177W_id002	chrX	90695	91915	+	1221	1392
YJL178C_id003	chrX	89159	90142	-	984	134
YJL179W_id004	chrX	88730	89334	+	605	30
YJL180C_id002	chrX	87481	88627	-	1147	51
YJL181W_id004	chrX	85616	87579	+	1964	8
YJL183W_id001	chrX	83790	85425	+	1636	82
YJL184W_id003	chrX	83210	83907	+	698	12
YJL185C_id006	chrX	81903	83039	-	1137	13
YJL186W_id001	chrX	79730	82033	+	2304	51
YJL187C_id001	chrX	76700	79355	-	2656	9
YJL189W_id004	chrX	75898	76613	+	716	95
YJL190C_id001	chrX	74632	75318	-	687	3069
YJL191W_id005	chrX	73736	74853	+	1118	150
YJL192C_id006	chrX	72562	73448	-	887	116
YJL193W_id003	chrX	71347	72727	+	1381	25
YJL194W_id002	chrX	69312	71016	+	1705	6
YJL196C_id001	chrX	67715	68976	-	1262	213
YJL197W_id001	chrX	63766	67628	+	3863	103
YJL198W_id001	chrX	60822	63655	+	2834	79
YJL199C_id001	chrX	59597	60549	-	953	31
YJL200C_id001	chrX	56291	58939	-	2649	92
YJL201W_id001	chrX	54294	56359	+	2066	20
YJL203W_id001	chrX	53095	54465	+	1371	21
YJL204C_tx0	chrX	50504	53176	-	2673	8
YJL205C_id001	chrX	50064	51336	-	1273	59
YJL207C_tx0	chrX	41264	47458	-	6195	153
YJL208C_id006	chrX	39910	41251	-	1342	27
YJL209W_id001	chrX	37939	40067	+	2129	19
YJL210W_id005	chrX	36690	37817	+	1128	107
YJL211C_id002	chrX	36237	37424	-	1188	0
YJL212C_id002	chrX	33610	36281	-	2672	92
YJL213W_id001	chrX	31868	33496	+	1629	1
YJL214W_tx0	chrX	26862	28721	+	1860	0
YJL215C_id002	chrX	26084	28241	-	2158	1
YJL216C_tx0	chrX	24216	26111	-	1896	7
YJL217W_id004	chrX	23032	23911	+	880	85
YJL218W_id003	chrX	21866	22711	+	846	3
YJL219W_tx0	chrX	19472	21325	+	1854	0
YJL221C_tx0	chrX	16642	18561	-	1920	1
YJL222W_tx0	chrX	11450	16249	+	4800	1
YJL223C_tx0	chrX	8651	9163	-	513	0
YJR001W_id002	chrX	436727	438741	+	2015	177
YJR002W_id005	chrX	438835	441018	+	2184	164
YJR003C_id002	chrX	440860	442554	-	1695	36
YJR004C_tx0	chrX	442784	444886	-	2103	8
YJR005C-A_id001	chrX	448166	448781	-	616	0
YJR005W_id004	chrX	445875	448309	+	2435	34
YJR006W_id006	chrX	449201	450769	+	1569	27
YJR007W_id002	chrX	450882	452113	+	1232	368
YJR008W_id007	chrX	452317	453660	+	1344	32
YJR009C_id002	chrX	453545	454948	-	1404	4321
YJR010C-A_id001	chrX	454730	458592	-	3863	6
YJR010W_id004	chrX	456155	457903	+	1749	23
YJR011C_id002	chrX	458565	459654	-	1090	7
YJR013W_id002	chrX	459984	461681	+	1698	1
YJR014W_id001	chrX	461398	462775	+	1378	213
YJR015W_id001	chrX	462541	464387	+	1847	11
YJR016C_id001	chrX	464288	466272	-	1985	32
YJR017C_id002	chrX	466279	467108	-	830	144
YJR018W_id001	chrX	466488	467217	+	730	4
YJR019C_id005	chrX	467152	468316	-	1165	7
YJR020W_id001	chrX	467255	468556	+	1302	5
YJR021C_id005	chrX	468457	469644	-	1188	13
YJR022W_tx0	chrX	469759	470238	+	480	3
YJR024C_id001	chrX	470153	470980	-	828	16
YJR025C_id002	chrX	470986	471859	-	874	54
YJR031C_id002	chrX	486469	490911	-	4443	36
YJR032W_id001	chrX	491058	492491	+	1434	43
YJR033C_tx0	chrX	492253	496476	-	4224	25
YJR034W_id003	chrX	496580	497222	+	643	14
YJR035W_tx0	chrX	497330	500737	+	3408	15
YJR036C_tx0	chrX	500588	503416	-	2829	18
YJR040W_id003	chrX	507707	510154	+	2448	76
YJR041C_tx0	chrX	510114	513788	-	3675	54
YJR042W_id002	chrX	514030	516469	+	2440	23
YJR043C_id002	chrX	516292	517581	-	1290	9
YJR044C_id001	chrX	518586	519335	-	750	112
YJR045C_id001	chrX	519370	521741	-	2372	215
YJR046W_id001	chrX	521963	523904	+	1942	19
YJR047C_id001	chrX	524798	525504	-	707	3
YJR048W_id001	chrX	526027	526838	+	812	109
YJR049C_id004	chrX	526614	528498	-	1885	37
YJR050W_id001	chrX	528638	529679	+	1042	33
YJR051W_id003	chrX	529795	531463	+	1669	135
YJR052W_id003	chrX	532000	533825	+	1826	33
YJR053W_tx0	chrX	534002	535876	+	1875	3
YJR054W_id004	chrX	535954	537578	+	1625	24
YJR055W_id008	chrX	538762	539704	+	943	13
YJR056C_id004	chrX	541652	542703	-	1052	16
YJR057W_id002	chrX	544055	544867	+	813	73
YJR058C_id003	chrX	544675	545464	-	790	59
YJR059W_id002	chrX	545712	548367	+	2656	86
YJR060W_id001	chrX	548644	550592	+	1949	50
YJR062C_id003	chrX	552845	554863	-	2019	44
YJR063W_id002	chrX	555148	555797	+	650	100
YJR064W_id004	chrX	555878	557750	+	1873	276
YJR065C_id001	chrX	557510	559210	-	1701	125
YJR066W_tx0	chrX	559391	566953	+	7563	87
YJR067C_id002	chrX	566082	567477	-	1396	9
YJR068W_id002	chrX	567595	568806	+	1212	25
YJR069C_id001	chrX	568589	569450	-	862	52
YJR070C_id002	chrX	569491	570823	-	1333	152
YJR072C_id002	chrX	570666	572165	-	1500	133
YJR073C_id001	chrX	572261	573735	-	1475	973
YJR074W_id003	chrX	573079	573848	+	770	123
YJR075W_id001	chrX	573919	575444	+	1526	29
YJR076C_id004	chrX	575220	576690	-	1471	77
YJR077C_id005	chrX	577042	578251	-	1210	81
YJR078W_tx0	chrX	578835	580346	+	1512	5
YJR080C_id003	chrX	580265	581699	-	1435	29
YJR082C_id001	chrX	581709	582938	-	1230	54
YJR083C_id001	chrX	582303	583579	-	1277	2
YJR084W_id001	chrX	583690	585170	+	1481	12
YJR085C_id001	chrX	584946	585481	-	536	109
YJR086W_tx0	chrX	586043	586525	+	483	41
YJR088C_id001	chrX	586222	587702	-	1481	59
YJR089W_tx0	chrX	587693	590707	+	3015	30
YJR090C_tx0	chrX	590747	594352	-	3606	38
YJR091C_id001	chrX	594778	598406	-	3629	44
YJR092W_tx0	chrX	598710	603203	+	4494	76
YJR093C_id002	chrX	603060	604261	-	1202	23
YJR094C_id001	chrX	604397	605848	-	1452	5
YJR094W-A_id002	chrX	608273	609090	+	818	2318
YJR095W_tx0	chrX	609748	610866	+	1119	0
YJR096W_id002	chrX	611024	612124	+	1101	51
YJR097W_id002	chrX	612350	613167	+	818	4
YJR099W_id001	chrX	615494	617739	+	2246	74
YJR100C_id003	chrX	616279	617571	-	1293	57
YJR101W_id001	chrX	618114	619186	+	1073	52
YJR102C_id003	chrX	619054	620054	-	1001	37
YJR103W_id004	chrX	620678	622568	+	1891	121
YJR104C_id003	chrX	622473	623989	-	1517	2018
YJR105W_id001	chrX	623169	624649	+	1481	1888
YJR106W_tx0	chrX	624813	627140	+	2328	1
YJR107W_id006	chrX	626807	628436	+	1630	20
YJR108W_tx0	chrX	628687	629208	+	522	0
YJR109C_id001	chrX	629482	633018	-	3537	169
YJR110W_id003	chrX	633489	635823	+	2335	22
YJR111C_id001	chrX	635738	636836	-	1099	43
YJR112W_id002	chrX	636996	637788	+	793	11
YJR112W-A_id001	chrX	637753	638401	+	649	52
YJR113C_id004	chrX	638158	639393	-	1236	29
YJR115W_id002	chrX	639290	640749	+	1460	9
YJR116W_id001	chrX	640665	641856	+	1192	18
YJR117W_id001	chrX	641968	643534	+	1567	68
YJR118C_id002	chrX	643304	644139	-	836	63
YJR119C_id003	chrX	644223	646499	-	2277	14
YJR120W_tx0	chrX	647101	647601	+	501	0
YJR121W_id001	chrX	647371	649503	+	2133	234
YJR122W_id001	chrX	649371	652035	+	2665	5
YJR123W_id002	chrX	651771	652777	+	1007	4166
YJR124C_id001	chrX	652697	654483	-	1787	14
YJR125C_id002	chrX	654567	656023	-	1457	58
YJR126C_tx0	chrX	656129	658714	-	2586	84
YJR127C_tx0	chrX	658792	663084	-	4293	92
YJR129C_id002	chrX	663693	665083	-	1391	10
YJR130C_id002	chrX	665049	667227	-	2179	27
YJR131W_id002	chrX	667608	670197	+	2590	46
YJR132W_id001	chrX	669461	672843	+	3383	28
YJR133W_id002	chrX	672842	673726	+	885	242
YJR134C_id003	chrX	673622	675923	-	2302	73
YJR135C_id003	chrX	675829	676839	-	1011	2
YJR135W-A_id001	chrX	676951	677639	+	689	186
YJR136C_id006	chrX	677355	678728	-	1374	4
YJR137C_tx0	chrX	678832	683310	-	4479	67
YJR138W_tx0	chrX	684542	689446	+	4905	50
YJR139C_id005	chrX	689310	690636	-	1327	1259
YJR140C_tx0	chrX	690625	695721	-	5097	12
YJR141W_id002	chrX	695873	697089	+	1217	3
YJR142W_id003	chrX	697064	698363	+	1300	36
YJR143C_id001	chrX	698168	700685	-	2518	190
YJR144W_id003	chrX	700686	701763	+	1078	37
YJR145C_id001	chrX	701930	703563	-	1634	3290
YJR147W_id001	chrX	704050	705714	+	1665	12
YJR148W_id001	chrX	705592	707187	+	1596	75
YJR150C_id001	chrX	708704	709885	-	1182	1
YJR151C_tx0	chrX	712130	715765	-	3636	2
YJR152W_id003	chrX	719385	721391	+	2007	4
YJR153W_id003	chrX	722620	724699	+	2080	1
YJR155W_id001	chrX	727026	728332	+	1307	21
YJR156C_tx0	chrX	728449	729621	-	1173	7
YJR158W_tx0	chrX	732415	734268	+	1854	0
YJR159W_tx0	chrX	736019	737242	+	1224	1
YJR160C_tx0	chrX	737883	739841	-	1959	0
YJR161C_tx0	chrX	742723	744024	-	1302	1
YKL001C_id001	chrXI	438668	439536	-	869	28
YKL002W_id001	chrXI	437300	438636	+	1337	135
YKL003C_id001	chrXI	436964	438579	-	1616	24
YKL004W_id003	chrXI	435214	436965	+	1752	430
YKL005C_id001	chrXI	432920	435020	-	2101	45
YKL006C-A_id004	chrXI	430129	431303	-	1175	113
YKL006W_id002	chrXI	431712	432810	+	1099	3990
YKL007W_id005	chrXI	428945	430246	+	1302	137
YKL008C_id004	chrXI	427139	428760	-	1622	163
YKL009W_id002	chrXI	426165	427084	+	920	241
YKL010C_tx0	chrXI	421299	425900	-	4602	74
YKL011C_id005	chrXI	420066	421342	-	1277	26
YKL012W_id002	chrXI	418263	420303	+	2041	75
YKL013C_id001	chrXI	417232	418076	-	845	316
YKL014C_tx0	chrXI	411494	416938	-	5445	146
YKL015W_tx0	chrXI	408519	411608	+	3090	47
YKL016C_id002	chrXI	407270	408085	-	816	342
YKL017C_id002	chrXI	405079	407248	-	2170	18
YKL018C-A_id001	chrXI	403010	403935	-	926	71
YKL018W_id001	chrXI	404062	405251	+	1190	21
YKL019W_id002	chrXI	402357	403594	+	1238	39
YKL020C_tx0	chrXI	398707	402105	-	3399	27
YKL021C_tx0	chrXI	397219	398775	-	1557	66
YKL022C_tx0	chrXI	394601	397273	-	2673	20
YKL023C-A_id001	chrXI	392879	393410	-	532	0
YKL023W_id007	chrXI	393581	394707	+	1127	61
YKL024C_id001	chrXI	392365	393365	-	1001	66
YKL025C_id002	chrXI	390171	392313	-	2143	28
YKL026C_id010	chrXI	389185	389994	-	810	36
YKL027W_id003	chrXI	387399	389009	+	1611	55
YKL028W_id002	chrXI	385714	387541	+	1828	66
YKL029C_id001	chrXI	382604	384847	-	2244	79
YKL032C_tx0	chrXI	379940	381883	-	1944	51
YKL033W_tx0	chrXI	375431	378697	+	3267	16
YKL033W-A_id001	chrXI	374383	375362	+	980	208
YKL034W_id001	chrXI	371685	374238	+	2554	38
YKL035W_id002	chrXI	369758	371556	+	1799	129
YKL036C_id002	chrXI	369201	370019	-	819	15
YKL037W_tx0	chrXI	369340	369846	+	507	0
YKL038W_tx0	chrXI	365580	369242	+	3663	31
YKL039W_id004	chrXI	362448	364452	+	2005	68
YKL040C_id004	chrXI	360120	361890	-	1771	79
YKL041W_id001	chrXI	360049	361148	+	1100	36
YKL042W_id001	chrXI	358337	359822	+	1486	36
YKL043W_id003	chrXI	356442	358014	+	1573	19
YKL044W_id001	chrXI	356018	356713	+	696	1
YKL045W_id003	chrXI	353420	355218	+	1799	19
YKL046C_id001	chrXI	351039	352890	-	1852	172
YKL047W_id001	chrXI	349415	351187	+	1773	35
YKL048C_id001	chrXI	347033	349221	-	2189	19
YKL049C_id005	chrXI	345963	346843	-	881	64
