# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "B13_sample_longest_full_ORF_with_constructs.gff" "-o" "B13_counts.txt" "B13_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	B13_aln.bam
YIL109C_id002	chrIX	157206	160247	-	3042	327
YIL110W_id002	chrIX	156014	157460	+	1447	23
YIL111W_id006	chrIX	154814	155799	+	986	221
YIL112W_id003	chrIX	151554	154976	+	3423	75
YIL113W_id003	chrIX	150527	151537	+	1011	49
YIL114C_id001	chrIX	148978	150045	-	1068	44
YIL115C_id001	chrIX	144266	148841	-	4576	244
YIL116W_id002	chrIX	142894	144109	+	1216	11
YIL117C_id003	chrIX	140517	141754	-	1238	52
YIL118W_id002	chrIX	139591	140618	+	1028	45
YIL119C_id001	chrIX	136359	138095	-	1737	80
YIL120W_tx0	chrIX	134392	136233	+	1842	21
YIL121W_id001	chrIX	132225	134349	+	2125	106
YIL122W_id005	chrIX	130323	131821	+	1499	44
YIL123W_id002	chrIX	127427	129918	+	2492	499
YIL124W_id003	chrIX	126162	127484	+	1323	191
YIL125W_tx0	chrIX	122664	125858	+	3195	107
YIL126W_id001	chrIX	117922	122208	+	4287	187
YIL127C_id003	chrIX	116360	117668	-	1309	153
YIL128W_tx0	chrIX	113781	117029	+	3249	77
YIL129C_tx0	chrIX	105982	113262	-	7281	110
YIL130W_tx0	chrIX	102757	105801	+	3045	14
YIL131C_id002	chrIX	100546	102290	-	1745	17
YIL132C_id001	chrIX	99467	100711	-	1245	19
YIL133C_id003	chrIX	98299	99477	-	1179	2579
YIL134C-A_id001	chrIX	96351	97145	-	795	0
YIL134W_id003	chrIX	97110	98401	+	1292	202
YIL135C_id001	chrIX	94910	96597	-	1688	105
YIL136W_id020	chrIX	93556	94899	+	1344	477
YIL137C_id002	chrIX	89845	92837	-	2993	127
YIL138C_id002	chrIX	88452	89734	-	1283	195
YIL139C_id003	chrIX	87857	88937	-	1081	13
YIL140W_id001	chrIX	85145	87961	+	2817	89
YIL142W_id003	chrIX	83275	85069	+	1795	210
YIL143C_tx0	chrIX	80385	83066	-	2682	90
YIL144W_tx0	chrIX	78049	80274	+	2226	49
YIL145C_id001	chrIX	75809	77327	-	1519	153
YIL146C_id001	chrIX	73969	76139	-	2171	23
YIL147C_tx0	chrIX	69666	73478	-	3813	53
YIL148W_id001	chrIX	68143	69595	+	1453	4628
YIL149C_tx0	chrIX	62903	68092	-	5190	208
YIL150C_tx0	chrIX	60888	62753	-	1866	14
YIL152W_id001	chrIX	56472	57405	+	934	30
YIL153W_id003	chrIX	55165	56434	+	1270	35
YIL154C_id002	chrIX	53694	55046	-	1353	91
YIL155C_id011	chrIX	51419	53761	-	2343	78
YIL156W_tx0	chrIX	48066	51431	+	3366	58
YIL156W-B_id001	chrIX	47673	48190	+	518	173
YIL157C_id001	chrIX	46697	47576	-	880	186
YIL158W_id002	chrIX	46143	46924	+	782	139
YIL159W_tx0	chrIX	41800	46077	+	4278	31
YIL160C_tx0	chrIX	40066	41469	-	1404	14
YIL161W_id003	chrIX	39423	40232	+	810	72
YIL162W_id007	chrIX	37346	39203	+	1858	55
YIL164C_tx0	chrIX	33962	34711	-	750	2
YIL165C_id001	chrIX	33451	34280	-	830	48
YIL169C_id001	chrIX	22843	26146	-	3304	1
YIL172C_tx0	chrIX	16659	18578	-	1920	0
YIL173W_tx0	chrIX	11467	16266	+	4800	0
YIR001C_id004	chrIX	355810	356960	-	1151	16
YIR002C_tx0	chrIX	357290	360421	-	3132	90
YIR003W_id003	chrIX	360747	362994	+	2248	42
YIR004W_id002	chrIX	363181	364680	+	1500	83
YIR005W_id001	chrIX	364650	365411	+	762	21
YIR006C_tx0	chrIX	365341	369933	-	4593	145
YIR007W_id002	chrIX	370702	373106	+	2405	13
YIR008C_id001	chrIX	372684	374333	-	1650	43
YIR009W_id001	chrIX	373907	375310	+	1404	20
YIR010W_id001	chrIX	375340	377268	+	1929	50
YIR011C_id001	chrIX	377177	378280	-	1104	40
YIR012W_id003	chrIX	378464	379935	+	1472	191
YIR013C_id001	chrIX	379797	380841	-	1045	0
YIR015W_tx0	chrIX	381923	382507	+	585	3
YIR016W_id001	chrIX	382178	383501	+	1324	19
YIR017C_id001	chrIX	383348	384377	-	1030	5
YIR018C-A_id001	chrIX	385345	386485	-	1141	36
YIR018W_id001	chrIX	384592	385866	+	1275	26
YIR019C_tx0	chrIX	389447	393700	-	4254	8
YIR020C_id002	chrIX	393608	396980	-	3373	16
YIR021W_id001	chrIX	397221	398485	+	1265	30
YIR022W_id002	chrIX	398725	399593	+	869	583
YIR023W_tx0	chrIX	399752	402814	+	3063	24
YIR024C_id001	chrIX	402645	403543	-	899	26
YIR025W_id003	chrIX	403615	404915	+	1301	18
YIR026C_id001	chrIX	404617	405996	-	1380	51
YIR027C_tx0	chrIX	406135	407667	-	1533	1
YIR028W_tx0	chrIX	408443	410500	+	2058	5
YIR029W_id001	chrIX	410653	412046	+	1394	12
YIR030C_id010	chrIX	411982	412822	-	841	11
YIR031C_id005	chrIX	412950	414820	-	1871	13
YIR032C_id001	chrIX	414883	415679	-	797	13
YIR033W_id002	chrIX	416068	419565	+	3498	119
YIR034C_id001	chrIX	419444	420774	-	1331	89
YIR035C_id004	chrIX	420946	422319	-	1374	308
YIR036C_id002	chrIX	421810	422912	-	1103	0
YIR037W_id001	chrIX	423049	423850	+	802	557
YIR038C_id001	chrIX	423687	425265	-	1579	205
YIR039C_id001	chrIX	430339	432364	-	2026	29
YIR041W_id001	chrIX	432511	434436	+	1926	5
YIR042C_id001	chrIX	434894	436253	-	1360	15
YJL001W_id001	chrX	434798	436040	+	1243	711
YJL002C_id004	chrX	433110	434731	-	1622	187
YJL003W_id001	chrX	432417	433278	+	862	65
YJL004C_id010	chrX	431283	432228	-	946	35
YJL005W_tx0	chrX	425132	431362	+	6231	117
YJL006C_id005	chrX	423085	424184	-	1100	27
YJL008C_id002	chrX	419718	421706	-	1989	322
YJL010C_id001	chrX	417421	419596	-	2176	56
YJL011C_id001	chrX	413875	414821	-	947	68
YJL012C_id001	chrX	411163	413492	-	2330	387
YJL013C_tx0	chrX	409368	411065	-	1698	52
YJL014W_id003	chrX	407516	409471	+	1956	583
YJL016W_id002	chrX	405314	407389	+	2076	87
YJL019W_id001	chrX	402781	405523	+	2743	34
YJL020C_tx0	chrX	398812	402435	-	3624	364
YJL022W_id001	chrX	397955	398883	+	929	6
YJL023C_id005	chrX	397198	398415	-	1218	27
YJL024C_id006	chrX	395539	396621	-	1083	55
YJL025W_id001	chrX	393887	395801	+	1915	19
YJL026W_id002	chrX	392210	393743	+	1534	111
YJL027C_id001	chrX	391767	392725	-	959	5
YJL028W_tx0	chrX	391286	391771	+	486	0
YJL029C_id002	chrX	388285	390932	-	2648	70
YJL030W_id004	chrX	387397	388260	+	864	89
YJL031C_id004	chrX	386264	387514	-	1251	53
YJL033W_id003	chrX	383801	386230	+	2430	164
YJL034W_id001	chrX	381289	383764	+	2476	683
YJL035C_id002	chrX	380098	381054	-	957	19
YJL036W_id001	chrX	378698	380366	+	1669	69
YJL037W_tx0	chrX	376637	377461	+	825	38
YJL038C_id001	chrX	374957	375860	-	904	0
YJL039C_tx0	chrX	368623	373824	-	5202	64
YJL041W_id004	chrX	365723	368496	+	2774	78
YJL042W_id002	chrX	361181	365598	+	4418	257
YJL043W_id001	chrX	360060	361239	+	1180	3
YJL044C_id001	chrX	357892	359725	-	1834	88
YJL045W_tx0	chrX	355999	358053	+	2055	2
YJL046W_id003	chrX	352383	353905	+	1523	52
YJL047C_tx0	chrX	349455	352133	-	2679	47
YJL047C-A_id001	chrX	348573	349372	-	800	38
YJL048C_id001	chrX	347194	348729	-	1536	17
YJL049W_id002	chrX	345950	347414	+	1465	15
YJL050W_id001	chrX	342474	345836	+	3363	387
YJL051W_id001	chrX	339712	342470	+	2759	36
YJL052W_id004	chrX	338157	339406	+	1250	2177
YJL053W_id005	chrX	335828	337214	+	1387	80
YJL054W_id001	chrX	334222	335881	+	1660	66
YJL055W_id001	chrX	332954	334147	+	1194	356
YJL056C_tx0	chrX	330306	333098	-	2793	130
YJL057C_id003	chrX	328061	330196	-	2136	77
YJL058C_id008	chrX	326212	327906	-	1695	6
YJL059W_id002	chrX	324909	326275	+	1367	81
YJL060W_id001	chrX	323327	324848	+	1522	131
YJL061W_id009	chrX	319968	322441	+	2474	90
YJL062W_id001	chrX	317235	319865	+	2631	202
YJL062W-A_id001	chrX	316682	317272	+	591	117
YJL063C_id001	chrX	315680	316827	-	1148	2
YJL065C_id001	chrX	314939	316326	-	1388	47
YJL066C_id005	chrX	313832	314910	-	1079	17
YJL068C_id001	chrX	312774	313979	-	1206	218
YJL069C_id002	chrX	310833	312747	-	1915	52
YJL070C_id003	chrX	307889	310683	-	2795	66
YJL071W_id002	chrX	306039	307975	+	1937	52
YJL072C_id004	chrX	304627	305915	-	1289	103
YJL073W_id001	chrX	303061	305205	+	2145	32
YJL074C_tx0	chrX	299032	302874	-	3843	57
YJL076W_id002	chrX	295208	298985	+	3778	138
YJL077C_tx0	chrX	294541	295086	-	546	0
YJL077W-A_id001	chrX	294142	295051	+	910	71
YJL077W-B_id004	chrX	292044	294320	+	2277	10
YJL078C_id004	chrX	290970	294062	-	3093	67
YJL079C_id002	chrX	289691	291056	-	1366	377
YJL080C_id003	chrX	285449	289412	-	3964	1169
YJL081C_id001	chrX	283397	285294	-	1898	138
YJL082W_id001	chrX	281069	283598	+	2530	166
YJL083W_id001	chrX	278337	281109	+	2773	41
YJL084C_id002	chrX	274717	278115	-	3399	70
YJL085W_tx0	chrX	272802	274823	+	2022	26
YJL087C_id001	chrX	269795	272610	-	2816	19
YJL088W_id001	chrX	268777	270047	+	1271	30
YJL089W_tx0	chrX	265901	268540	+	2640	12
YJL090C_id001	chrX	262674	265096	-	2423	24
YJL091C_id003	chrX	260677	262569	-	1893	82
YJL092W_id001	chrX	257239	261110	+	3872	125
YJL093C_tx0	chrX	254612	256837	-	2226	40
YJL094C_id001	chrX	251658	254487	-	2830	105
YJL095W_tx0	chrX	247230	251816	+	4587	24
YJL096W_id004	chrX	246410	247066	+	657	90
YJL097W_id001	chrX	245490	246339	+	850	159
YJL098W_id001	chrX	241374	245316	+	3943	106
YJL099W_tx0	chrX	239389	241779	+	2391	36
YJL100W_id003	chrX	236920	239167	+	2248	66
YJL101C_id001	chrX	234002	236494	-	2493	212
YJL102W_id006	chrX	231259	233875	+	2617	62
YJL103C_id001	chrX	228831	231085	-	2255	19
YJL104W_id002	chrX	226920	227937	+	1018	85
YJL105W_tx0	chrX	225030	226862	+	1833	0
YJL106W_id003	chrX	220764	223515	+	2752	11
YJL108C_id002	chrX	217474	219184	-	1711	28
YJL109C_tx0	chrX	211875	217334	-	5460	434
YJL110C_id006	chrX	209793	211675	-	1883	29
YJL111W_id003	chrX	207801	209719	+	1919	272
YJL112W_id001	chrX	205257	207600	+	2344	101
YJL115W_id002	chrX	195629	197228	+	1600	130
YJL116C_id005	chrX	193546	195086	-	1541	62
YJL117W_id001	chrX	192441	193808	+	1368	81
YJL118W_id004	chrX	191624	192466	+	843	13
YJL119C_id001	chrX	191159	192343	-	1185	3
YJL120W_id001	chrX	190323	191698	+	1376	0
YJL121C_id001	chrX	190308	191546	-	1239	481
YJL122W_id006	chrX	189668	190398	+	731	52
YJL123C_id001	chrX	187830	190308	-	2479	105
YJL124C_id001	chrX	186911	188277	-	1367	123
YJL125C_id001	chrX	185394	186731	-	1338	37
YJL126W_id001	chrX	183645	185545	+	1901	17
YJL127C_tx0	chrX	182173	184245	-	2073	2
YJL127C-B_id004	chrX	181275	182474	-	1200	127
YJL128C_id001	chrX	177866	180324	-	2459	72
YJL129C_tx0	chrX	173474	177331	-	3858	86
YJL130C_tx0	chrX	165598	172392	-	6795	4939
YJL131C_id001	chrX	163884	165374	-	1491	40
YJL132W_id002	chrX	161892	164304	+	2413	31
YJL133C-A_id003	chrX	159410	159876	-	467	834
YJL133W_id001	chrX	160375	161704	+	1330	86
YJL134W_id001	chrX	157918	159507	+	1590	51
YJL136C_id002	chrX	156179	157287	-	1109	1380
YJL137C_id001	chrX	154673	156221	-	1549	19
YJL138C_id001	chrX	153246	154800	-	1555	669
YJL139C_id003	chrX	150874	153085	-	2212	39
YJL140W_id001	chrX	150862	151796	+	935	242
YJL141C_tx0	chrX	147842	150415	-	2574	1
YJL142C_id001	chrX	147810	150372	-	2563	0
YJL143W_id008	chrX	147055	147976	+	922	158
YJL144W_id003	chrX	146278	146905	+	628	115
YJL145W_id002	chrX	145084	146157	+	1074	167
YJL146W_id003	chrX	143166	144923	+	1758	26
YJL147C_id008	chrX	141189	142642	-	1454	7
YJL148W_id002	chrX	140380	141690	+	1311	901
YJL149W_id001	chrX	137343	139434	+	2092	12
YJL151C_id001	chrX	135911	136806	-	896	537
YJL153C_tx0	chrX	134207	135958	-	1752	22
YJL154C_tx0	chrX	130976	133960	-	2985	82
YJL155C_id006	chrX	129127	130804	-	1678	60
YJL156C_id005	chrX	126463	129004	-	2542	54
YJL157C_tx0	chrX	123711	126353	-	2643	81
YJL158C_id001	chrX	121864	122990	-	1127	1854
YJL159W_id003	chrX	120262	121998	+	1737	2390
YJL160C_id001	chrX	117806	118825	-	1020	5
YJL161W_id003	chrX	116697	117941	+	1245	53
YJL162C_id001	chrX	113767	115713	-	1947	19
YJL163C_id004	chrX	111594	113413	-	1820	30
YJL164C_id004	chrX	109794	111403	-	1610	144
YJL165C_tx0	chrX	106769	109486	-	2718	111
YJL166W_id006	chrX	106332	106951	+	620	517
YJL167W_id004	chrX	104894	106201	+	1308	505
YJL168C_id001	chrX	102016	104537	-	2522	112
YJL170C_id002	chrX	101123	101873	-	751	10
YJL171C_id004	chrX	99479	100922	-	1444	82
YJL172W_id003	chrX	97698	99612	+	1915	19
YJL173C_id001	chrX	95965	96542	-	578	365
YJL174W_id004	chrX	94941	96221	+	1281	239
YJL175W_id002	chrX	91763	94976	+	3214	0
YJL176C_id003	chrX	91826	94593	-	2768	265
YJL177W_id002	chrX	90695	91915	+	1221	2120
YJL178C_id003	chrX	89159	90142	-	984	205
YJL179W_id004	chrX	88730	89334	+	605	43
YJL180C_id002	chrX	87481	88627	-	1147	114
YJL181W_id004	chrX	85616	87579	+	1964	11
YJL183W_id001	chrX	83790	85425	+	1636	152
YJL184W_id003	chrX	83210	83907	+	698	12
YJL185C_id006	chrX	81903	83039	-	1137	23
YJL186W_id001	chrX	79730	82033	+	2304	107
YJL187C_id001	chrX	76700	79355	-	2656	35
YJL189W_id004	chrX	75898	76613	+	716	77
YJL190C_id001	chrX	74632	75318	-	687	3893
YJL191W_id005	chrX	73736	74853	+	1118	244
YJL192C_id006	chrX	72562	73448	-	887	221
YJL193W_id003	chrX	71347	72727	+	1381	44
YJL194W_id002	chrX	69312	71016	+	1705	3
YJL196C_id001	chrX	67715	68976	-	1262	372
YJL197W_id001	chrX	63766	67628	+	3863	200
YJL198W_id001	chrX	60822	63655	+	2834	173
YJL199C_id001	chrX	59597	60549	-	953	81
YJL200C_id001	chrX	56291	58939	-	2649	78
YJL201W_id001	chrX	54294	56359	+	2066	23
YJL203W_id001	chrX	53095	54465	+	1371	31
YJL204C_tx0	chrX	50504	53176	-	2673	6
YJL205C_id001	chrX	50064	51336	-	1273	91
YJL207C_tx0	chrX	41264	47458	-	6195	214
YJL208C_id006	chrX	39910	41251	-	1342	32
YJL209W_id001	chrX	37939	40067	+	2129	31
YJL210W_id005	chrX	36690	37817	+	1128	244
YJL211C_id002	chrX	36237	37424	-	1188	0
YJL212C_id002	chrX	33610	36281	-	2672	100
YJL213W_id001	chrX	31868	33496	+	1629	6
YJL214W_tx0	chrX	26862	28721	+	1860	1
YJL215C_id002	chrX	26084	28241	-	2158	2
YJL216C_tx0	chrX	24216	26111	-	1896	8
YJL217W_id004	chrX	23032	23911	+	880	114
YJL218W_id003	chrX	21866	22711	+	846	20
YJL219W_tx0	chrX	19472	21325	+	1854	5
YJL221C_tx0	chrX	16642	18561	-	1920	1
YJL222W_tx0	chrX	11450	16249	+	4800	6
YJL223C_tx0	chrX	8651	9163	-	513	0
YJR001W_id002	chrX	436727	438741	+	2015	492
YJR002W_id005	chrX	438835	441018	+	2184	233
YJR003C_id002	chrX	440860	442554	-	1695	37
YJR004C_tx0	chrX	442784	444886	-	2103	24
YJR005C-A_id001	chrX	448166	448781	-	616	0
YJR005W_id004	chrX	445875	448309	+	2435	84
YJR006W_id006	chrX	449201	450769	+	1569	102
YJR007W_id002	chrX	450882	452113	+	1232	650
YJR008W_id007	chrX	452317	453660	+	1344	90
YJR009C_id002	chrX	453545	454948	-	1404	6684
YJR010C-A_id001	chrX	454730	458592	-	3863	9
YJR010W_id004	chrX	456155	457903	+	1749	37
YJR011C_id002	chrX	458565	459654	-	1090	18
YJR013W_id002	chrX	459984	461681	+	1698	2
YJR014W_id001	chrX	461398	462775	+	1378	302
YJR015W_id001	chrX	462541	464387	+	1847	51
YJR016C_id001	chrX	464288	466272	-	1985	47
YJR017C_id002	chrX	466279	467108	-	830	191
YJR018W_id001	chrX	466488	467217	+	730	7
YJR019C_id005	chrX	467152	468316	-	1165	13
YJR020W_id001	chrX	467255	468556	+	1302	3
YJR021C_id005	chrX	468457	469644	-	1188	45
YJR022W_tx0	chrX	469759	470238	+	480	1
YJR024C_id001	chrX	470153	470980	-	828	31
YJR025C_id002	chrX	470986	471859	-	874	82
YJR031C_id002	chrX	486469	490911	-	4443	61
YJR032W_id001	chrX	491058	492491	+	1434	62
YJR033C_tx0	chrX	492253	496476	-	4224	25
YJR034W_id003	chrX	496580	497222	+	643	37
YJR035W_tx0	chrX	497330	500737	+	3408	37
YJR036C_tx0	chrX	500588	503416	-	2829	40
YJR040W_id003	chrX	507707	510154	+	2448	136
YJR041C_tx0	chrX	510114	513788	-	3675	76
YJR042W_id002	chrX	514030	516469	+	2440	72
YJR043C_id002	chrX	516292	517581	-	1290	17
YJR044C_id001	chrX	518586	519335	-	750	256
YJR045C_id001	chrX	519370	521741	-	2372	368
YJR046W_id001	chrX	521963	523904	+	1942	41
YJR047C_id001	chrX	524798	525504	-	707	7
YJR048W_id001	chrX	526027	526838	+	812	256
YJR049C_id004	chrX	526614	528498	-	1885	68
YJR050W_id001	chrX	528638	529679	+	1042	60
YJR051W_id003	chrX	529795	531463	+	1669	290
YJR052W_id003	chrX	532000	533825	+	1826	76
YJR053W_tx0	chrX	534002	535876	+	1875	1
YJR054W_id004	chrX	535954	537578	+	1625	41
YJR055W_id008	chrX	538762	539704	+	943	25
YJR056C_id004	chrX	541652	542703	-	1052	43
YJR057W_id002	chrX	544055	544867	+	813	115
YJR058C_id003	chrX	544675	545464	-	790	116
YJR059W_id002	chrX	545712	548367	+	2656	146
YJR060W_id001	chrX	548644	550592	+	1949	105
YJR062C_id003	chrX	552845	554863	-	2019	75
YJR063W_id002	chrX	555148	555797	+	650	138
YJR064W_id004	chrX	555878	557750	+	1873	511
YJR065C_id001	chrX	557510	559210	-	1701	239
YJR066W_tx0	chrX	559391	566953	+	7563	169
YJR067C_id002	chrX	566082	567477	-	1396	22
YJR068W_id002	chrX	567595	568806	+	1212	46
YJR069C_id001	chrX	568589	569450	-	862	88
YJR070C_id002	chrX	569491	570823	-	1333	164
YJR072C_id002	chrX	570666	572165	-	1500	209
YJR073C_id001	chrX	572261	573735	-	1475	1642
YJR074W_id003	chrX	573079	573848	+	770	186
YJR075W_id001	chrX	573919	575444	+	1526	67
YJR076C_id004	chrX	575220	576690	-	1471	97
YJR077C_id005	chrX	577042	578251	-	1210	156
YJR078W_tx0	chrX	578835	580346	+	1512	1
YJR080C_id003	chrX	580265	581699	-	1435	48
YJR082C_id001	chrX	581709	582938	-	1230	71
YJR083C_id001	chrX	582303	583579	-	1277	0
YJR084W_id001	chrX	583690	585170	+	1481	24
YJR085C_id001	chrX	584946	585481	-	536	177
YJR086W_tx0	chrX	586043	586525	+	483	74
YJR088C_id001	chrX	586222	587702	-	1481	129
YJR089W_tx0	chrX	587693	590707	+	3015	40
YJR090C_tx0	chrX	590747	594352	-	3606	87
YJR091C_id001	chrX	594778	598406	-	3629	80
YJR092W_tx0	chrX	598710	603203	+	4494	124
YJR093C_id002	chrX	603060	604261	-	1202	43
YJR094C_id001	chrX	604397	605848	-	1452	1
YJR094W-A_id002	chrX	608273	609090	+	818	3123
YJR095W_tx0	chrX	609748	610866	+	1119	4
YJR096W_id002	chrX	611024	612124	+	1101	134
YJR097W_id002	chrX	612350	613167	+	818	12
YJR099W_id001	chrX	615494	617739	+	2246	111
YJR100C_id003	chrX	616279	617571	-	1293	122
YJR101W_id001	chrX	618114	619186	+	1073	127
YJR102C_id003	chrX	619054	620054	-	1001	73
YJR103W_id004	chrX	620678	622568	+	1891	179
YJR104C_id003	chrX	622473	623989	-	1517	3540
YJR105W_id001	chrX	623169	624649	+	1481	3351
YJR106W_tx0	chrX	624813	627140	+	2328	4
YJR107W_id006	chrX	626807	628436	+	1630	21
YJR108W_tx0	chrX	628687	629208	+	522	2
YJR109C_id001	chrX	629482	633018	-	3537	207
YJR110W_id003	chrX	633489	635823	+	2335	49
YJR111C_id001	chrX	635738	636836	-	1099	49
YJR112W_id002	chrX	636996	637788	+	793	26
YJR112W-A_id001	chrX	637753	638401	+	649	111
YJR113C_id004	chrX	638158	639393	-	1236	112
YJR115W_id002	chrX	639290	640749	+	1460	54
YJR116W_id001	chrX	640665	641856	+	1192	21
YJR117W_id001	chrX	641968	643534	+	1567	138
YJR118C_id002	chrX	643304	644139	-	836	83
YJR119C_id003	chrX	644223	646499	-	2277	20
YJR120W_tx0	chrX	647101	647601	+	501	2
YJR121W_id001	chrX	647371	649503	+	2133	448
YJR122W_id001	chrX	649371	652035	+	2665	19
YJR123W_id002	chrX	651771	652777	+	1007	6234
YJR124C_id001	chrX	652697	654483	-	1787	25
YJR125C_id002	chrX	654567	656023	-	1457	92
YJR126C_tx0	chrX	656129	658714	-	2586	151
YJR127C_tx0	chrX	658792	663084	-	4293	127
YJR129C_id002	chrX	663693	665083	-	1391	14
YJR130C_id002	chrX	665049	667227	-	2179	45
YJR131W_id002	chrX	667608	670197	+	2590	95
YJR132W_id001	chrX	669461	672843	+	3383	39
YJR133W_id002	chrX	672842	673726	+	885	319
YJR134C_id003	chrX	673622	675923	-	2302	132
YJR135C_id003	chrX	675829	676839	-	1011	5
YJR135W-A_id001	chrX	676951	677639	+	689	291
YJR136C_id006	chrX	677355	678728	-	1374	5
YJR137C_tx0	chrX	678832	683310	-	4479	53
YJR138W_tx0	chrX	684542	689446	+	4905	66
YJR139C_id005	chrX	689310	690636	-	1327	2501
YJR140C_tx0	chrX	690625	695721	-	5097	28
YJR141W_id002	chrX	695873	697089	+	1217	10
YJR142W_id003	chrX	697064	698363	+	1300	82
YJR143C_id001	chrX	698168	700685	-	2518	343
YJR144W_id003	chrX	700686	701763	+	1078	83
YJR145C_id001	chrX	701930	703563	-	1634	5096
YJR147W_id001	chrX	704050	705714	+	1665	11
YJR148W_id001	chrX	705592	707187	+	1596	188
YJR150C_id001	chrX	708704	709885	-	1182	7
YJR151C_tx0	chrX	712130	715765	-	3636	12
YJR152W_id003	chrX	719385	721391	+	2007	14
YJR153W_id003	chrX	722620	724699	+	2080	1
YJR155W_id001	chrX	727026	728332	+	1307	14
YJR156C_tx0	chrX	728449	729621	-	1173	7
YJR158W_tx0	chrX	732415	734268	+	1854	0
YJR159W_tx0	chrX	736019	737242	+	1224	3
YJR160C_tx0	chrX	737883	739841	-	1959	0
YJR161C_tx0	chrX	742723	744024	-	1302	1
YKL001C_id001	chrXI	438668	439536	-	869	24
YKL002W_id001	chrXI	437300	438636	+	1337	279
YKL003C_id001	chrXI	436964	438579	-	1616	52
YKL004W_id003	chrXI	435214	436965	+	1752	788
YKL005C_id001	chrXI	432920	435020	-	2101	147
YKL006C-A_id004	chrXI	430129	431303	-	1175	241
YKL006W_id002	chrXI	431712	432810	+	1099	5400
YKL007W_id005	chrXI	428945	430246	+	1302	272
YKL008C_id004	chrXI	427139	428760	-	1622	303
YKL009W_id002	chrXI	426165	427084	+	920	307
YKL010C_tx0	chrXI	421299	425900	-	4602	131
YKL011C_id005	chrXI	420066	421342	-	1277	28
YKL012W_id002	chrXI	418263	420303	+	2041	139
YKL013C_id001	chrXI	417232	418076	-	845	523
YKL014C_tx0	chrXI	411494	416938	-	5445	165
YKL015W_tx0	chrXI	408519	411608	+	3090	79
YKL016C_id002	chrXI	407270	408085	-	816	729
YKL017C_id002	chrXI	405079	407248	-	2170	37
YKL018C-A_id001	chrXI	403010	403935	-	926	116
YKL018W_id001	chrXI	404062	405251	+	1190	37
YKL019W_id002	chrXI	402357	403594	+	1238	73
YKL020C_tx0	chrXI	398707	402105	-	3399	39
YKL021C_tx0	chrXI	397219	398775	-	1557	93
YKL022C_tx0	chrXI	394601	397273	-	2673	37
YKL023C-A_id001	chrXI	392879	393410	-	532	0
YKL023W_id007	chrXI	393581	394707	+	1127	109
YKL024C_id001	chrXI	392365	393365	-	1001	101
YKL025C_id002	chrXI	390171	392313	-	2143	48
YKL026C_id010	chrXI	389185	389994	-	810	91
YKL027W_id003	chrXI	387399	389009	+	1611	65
YKL028W_id002	chrXI	385714	387541	+	1828	93
YKL029C_id001	chrXI	382604	384847	-	2244	41
YKL032C_tx0	chrXI	379940	381883	-	1944	77
YKL033W_tx0	chrXI	375431	378697	+	3267	13
YKL033W-A_id001	chrXI	374383	375362	+	980	340
YKL034W_id001	chrXI	371685	374238	+	2554	68
YKL035W_id002	chrXI	369758	371556	+	1799	425
YKL036C_id002	chrXI	369201	370019	-	819	18
YKL037W_tx0	chrXI	369340	369846	+	507	3
YKL038W_tx0	chrXI	365580	369242	+	3663	60
YKL039W_id004	chrXI	362448	364452	+	2005	124
YKL040C_id004	chrXI	360120	361890	-	1771	141
YKL041W_id001	chrXI	360049	361148	+	1100	68
YKL042W_id001	chrXI	358337	359822	+	1486	59
YKL043W_id003	chrXI	356442	358014	+	1573	73
YKL044W_id001	chrXI	356018	356713	+	696	3
YKL045W_id003	chrXI	353420	355218	+	1799	33
YKL046C_id001	chrXI	351039	352890	-	1852	253
YKL047W_id001	chrXI	349415	351187	+	1773	62
YKL048C_id001	chrXI	347033	349221	-	2189	46
YKL049C_id005	chrXI	345963	346843	-	881	115
YKL050C_tx0	chrXI	342727	345645	-	2919	21
YKL051W_id003	chrXI	341172	342774	+	1603	162
YKL052C_id004	chrXI	339628	340979	-	1352	68
YKL053C-A_id001	chrXI	338974	339523	-	550	177
YKL054C_id005	chrXI	336319	338863	-	2545	498
YKL055C_id002	chrXI	334882	336202	-	1321	0
YKL056C_id002	chrXI	334283	336128	-	1846	5738
YKL057C_id002	chrXI	330799	334024	-	3226	78
YKL058W_id001	chrXI	329898	330698	+	801	268
YKL059C_id006	chrXI	327997	329513	-	1517	20
YKL060C_id001	chrXI	325978	327509	-	1532	11107
YKL061W_id004	chrXI	325741	326394	+	654	45
YKL062W_id002	chrXI	323082	325541	+	2460	131
YKL063C_id002	chrXI	320856	322213	-	1358	48
YKL064W_tx0	chrXI	317739	320798	+	3060	221
YKL065C_id004	chrXI	316299	317303	-	1005	380
YKL067W_id005	chrXI	314742	315568	+	827	360
YKL068W_id002	chrXI	310079	313180	+	3102	60
YKL068W-A_id001	chrXI	308995	309754	+	760	41
YKL069W_id001	chrXI	307242	308048	+	807	28
YKL070W_id001	chrXI	305913	306979	+	1067	0
YKL071W_id003	chrXI	304894	305983	+	1090	5
YKL072W_id001	chrXI	299344	302018	+	2675	24
YKL073W_id001	chrXI	296353	299166	+	2814	194
