Gene	Position_from_stop_codon	pRPS3-mCherry-tTOS6_b1	pRPS3-mCherry-tTOS6_b2	pRPS3-mCherry-tHSP26_b1	pRPS3-mCherry-tHSP26_b2	pRPS13-mCherry-tHSP26_b1	pRPS13-mCherry-tHSP26_b2	pHSP26-mCherry-tHSP26_b1	pHSP26-mCherry-tHSP26_b2	pRPS3-mCherry-tHSP26_b3	pRPS3-mCherry-tHSP26_b4	pRPS3-mCherry-tPMA1-long_b1	pRPS3-mCherry-tPMA1-long_b2
PGK1	377	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	378	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	379	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	380	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	381	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	382	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	383	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	384	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	385	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	386	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	387	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	388	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	389	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	390	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	391	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	392	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	393	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	394	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	395	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	396	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	397	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	398	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	399	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	400	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	401	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	402	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	403	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	404	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	405	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	406	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	407	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	408	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	409	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	410	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	411	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	412	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	413	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	414	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	415	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	416	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	417	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	418	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	419	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	420	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	421	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	422	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	423	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	424	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	425	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	426	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	427	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	428	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	429	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	430	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	431	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	432	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	433	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	434	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	435	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	436	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	437	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	438	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	439	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	440	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	441	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	442	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	443	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	444	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	445	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	446	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	447	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	448	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	449	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	450	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	451	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	452	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	453	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	454	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	455	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	456	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	457	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	458	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	459	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	460	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	461	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	462	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	463	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	464	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	465	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	466	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	467	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	468	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	469	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	470	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	471	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	472	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	473	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	474	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	475	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	476	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	477	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	478	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	479	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	480	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	481	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	482	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	483	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	484	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	485	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	486	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	487	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	488	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	489	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	490	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	491	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	492	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	493	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	494	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	495	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	496	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	497	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	498	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	499	0	0	0	0	0	0	0	0	0	0	0	0
PGK1	500	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	1	0	0	0	7	2	0	1	1	2	2	5	1
PMA1	2	0	0	0	0	0	2	0	0	0	0	2	0
PMA1	3	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	4	0	1	0	0	1	0	0	0	1	1	3	0
PMA1	5	0	1	0	0	0	0	0	0	0	1	0	0
PMA1	6	0	0	0	0	0	0	0	0	0	0	0	1
PMA1	7	0	0	0	1	0	0	0	0	0	1	0	0
PMA1	8	0	0	0	0	0	0	0	0	0	0	1	1
PMA1	9	0	1	0	0	0	0	0	1	0	0	0	0
PMA1	10	51	72	116	85	63	65	78	65	67	41	84	54
PMA1	11	0	0	1	0	0	0	0	0	0	0	0	0
PMA1	12	8	17	23	21	17	21	9	12	9	2	17	15
PMA1	13	4	3	3	9	4	5	3	1	0	5	8	2
PMA1	14	0	0	1	0	0	2	1	0	0	2	1	0
PMA1	15	2	0	2	1	1	0	0	0	0	1	4	1
PMA1	16	1	0	3	0	0	0	2	1	5	0	4	3
PMA1	17	0	1	0	0	1	1	1	1	0	1	0	2
PMA1	18	310	277	420	362	305	287	235	283	226	136	488	239
PMA1	19	4	8	6	6	6	6	2	13	6	5	17	11
PMA1	20	0	3	4	1	0	2	3	0	0	0	0	0
PMA1	21	4	3	9	3	1	4	6	2	2	2	7	3
PMA1	22	5	5	10	6	6	3	2	2	2	4	5	5
PMA1	23	0	1	0	0	1	1	1	3	1	0	0	1
PMA1	24	23	24	41	25	28	22	29	29	14	13	25	22
PMA1	25	2	2	8	2	5	0	3	8	3	7	5	1
PMA1	26	0	0	2	2	1	1	1	0	1	6	2	2
PMA1	27	4	3	3	1	4	0	2	2	5	1	1	1
PMA1	28	0	1	0	0	1	1	2	1	0	1	3	2
PMA1	29	0	1	3	0	0	0	2	1	0	0	2	1
PMA1	30	0	0	1	1	0	2	1	1	0	2	2	1
PMA1	31	19	14	30	25	17	39	33	17	22	20	20	7
PMA1	32	1	1	1	4	0	9	2	2	0	4	1	1
PMA1	33	1	0	1	0	0	0	0	0	0	0	2	1
PMA1	34	1	4	1	0	0	5	2	0	1	0	4	1
PMA1	35	0	1	0	0	2	0	0	0	0	0	2	0
PMA1	36	0	3	11	5	6	5	5	2	1	3	4	1
PMA1	37	0	0	1	0	0	0	0	0	0	0	0	0
PMA1	38	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	39	0	0	0	0	0	0	1	0	1	0	0	0
PMA1	40	0	0	0	1	1	1	0	1	1	1	0	0
PMA1	41	0	0	0	0	0	0	0	0	0	1	0	0
PMA1	42	0	0	0	0	0	0	2	0	1	0	1	0
PMA1	43	0	0	0	1	0	0	0	0	0	0	0	0
PMA1	44	1	0	1	1	0	0	0	0	1	0	0	0
PMA1	45	3	8	12	19	9	21	20	11	9	17	10	4
PMA1	46	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	47	0	0	0	0	0	0	0	1	0	1	0	0
PMA1	48	39	22	68	79	74	140	103	106	67	140	69	24
PMA1	49	0	0	0	0	1	3	3	4	2	2	0	0
PMA1	50	13	4	9	18	10	34	20	12	13	27	9	6
PMA1	51	2	2	7	7	7	7	10	5	10	19	3	4
PMA1	52	0	3	0	0	1	1	3	0	3	2	0	0
PMA1	53	0	3	2	2	1	2	1	4	4	5	3	3
PMA1	54	0	3	0	1	0	0	2	1	1	3	1	2
PMA1	55	31	38	55	63	50	76	74	67	99	133	50	41
PMA1	56	9	2	7	8	5	14	12	8	8	21	3	5
PMA1	57	0	4	4	7	3	3	5	4	3	10	0	1
PMA1	58	1	1	1	1	1	1	1	0	1	11	1	1
PMA1	59	2	1	0	0	2	1	1	3	0	8	1	1
PMA1	60	1	4	5	5	4	0	8	1	5	12	5	2
PMA1	61	2	1	1	2	0	2	1	1	1	4	1	1
PMA1	62	0	1	0	1	1	2	2	1	1	4	2	0
PMA1	63	1	0	0	0	2	2	0	1	0	9	0	1
PMA1	64	6	1	7	5	2	10	8	5	5	14	9	7
PMA1	65	0	1	1	2	4	1	2	3	1	4	5	2
PMA1	66	0	4	0	0	1	2	1	1	3	2	0	0
PMA1	67	30	14	21	37	26	28	26	20	39	51	20	20
PMA1	68	0	0	0	1	0	0	0	1	0	0	0	0
PMA1	69	0	0	1	1	2	0	1	0	2	0	1	0
PMA1	70	0	0	0	0	0	1	0	0	1	0	0	0
PMA1	71	0	0	0	0	0	0	0	1	0	0	0	0
PMA1	72	0	0	1	0	0	0	1	1	0	2	0	0
PMA1	73	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	74	0	0	0	2	2	0	0	0	2	1	0	1
PMA1	75	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	76	0	0	0	0	2	0	0	0	0	0	0	0
PMA1	77	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	78	0	0	0	0	0	0	0	0	0	0	0	2
PMA1	79	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	80	0	0	0	0	0	0	0	0	0	2	0	0
PMA1	81	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	82	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	83	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	84	1	0	1	1	1	7	1	4	2	0	3	2
PMA1	85	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	86	2	0	1	1	0	0	2	4	2	3	1	0
PMA1	87	0	0	0	1	0	0	0	0	0	0	0	0
PMA1	88	0	0	0	0	0	0	1	0	0	0	0	0
PMA1	89	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	90	0	1	0	0	0	1	0	0	0	1	0	2
PMA1	91	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	92	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	93	2	0	2	0	1	0	1	0	1	0	0	1
PMA1	94	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	95	0	0	0	0	0	0	0	0	0	0	2	1
PMA1	96	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	97	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	98	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	99	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	100	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	101	1	0	1	0	1	0	0	1	0	0	1	0
PMA1	102	0	0	0	0	1	0	0	0	0	0	0	0
PMA1	103	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	104	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	105	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	106	1	0	0	0	0	0	0	0	0	0	0	0
PMA1	107	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	108	0	3	2	3	0	1	0	2	1	1	1	0
PMA1	109	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	110	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	111	0	0	2	0	0	2	0	0	1	0	2	0
PMA1	112	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	113	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	114	0	0	0	1	0	0	0	0	0	1	0	0
PMA1	115	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	116	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	117	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	118	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	119	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	120	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	121	1	0	0	1	1	2	1	0	0	0	0	1
PMA1	122	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	123	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	124	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	125	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	126	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	127	0	0	2	0	0	0	2	0	0	0	0	0
PMA1	128	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	129	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	130	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	131	0	0	0	0	0	0	0	0	0	0	1	0
PMA1	132	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	133	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	134	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	135	0	0	0	0	0	1	1	0	1	0	0	0
PMA1	136	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	137	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	138	0	0	0	0	0	0	0	0	0	0	1	0
PMA1	139	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	140	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	141	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	142	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	143	0	0	0	0	0	0	0	0	0	0	1	0
PMA1	144	0	0	0	0	0	0	0	0	3	0	1	0
PMA1	145	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	146	0	0	0	0	0	0	0	0	0	0	1	0
PMA1	147	0	0	0	0	0	0	1	0	0	0	0	0
PMA1	148	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	149	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	150	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	151	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	152	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	153	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	154	0	0	0	0	0	0	0	0	0	1	0	0
PMA1	155	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	156	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	157	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	158	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	159	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	160	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	161	0	0	0	0	0	0	0	0	0	1	0	0
PMA1	162	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	163	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	164	0	1	0	0	0	0	0	0	0	0	2	0
PMA1	165	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	166	0	0	0	0	0	0	0	0	0	0	1	0
PMA1	167	0	1	0	0	0	0	1	0	0	1	0	2
PMA1	168	0	0	0	2	0	0	1	0	0	0	0	0
PMA1	169	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	170	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	171	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	172	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	173	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	174	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	175	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	176	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	177	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	178	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	179	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	180	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	181	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	182	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	183	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	184	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	185	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	186	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	187	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	188	0	0	0	0	0	0	0	1	0	2	3	0
PMA1	189	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	190	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	191	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	192	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	193	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	194	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	195	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	196	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	197	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	198	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	199	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	200	0	0	0	1	0	0	0	0	0	0	0	0
PMA1	201	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	202	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	203	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	204	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	205	0	0	0	0	0	0	0	1	0	0	0	0
PMA1	206	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	207	0	0	0	0	0	0	0	0	0	0	0	1
PMA1	208	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	209	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	210	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	211	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	212	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	213	0	0	0	0	1	0	0	0	0	0	0	0
PMA1	214	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	215	0	0	0	0	1	0	0	0	0	0	0	0
PMA1	216	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	217	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	218	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	219	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	220	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	221	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	222	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	223	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	224	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	225	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	226	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	227	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	228	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	229	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	230	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	231	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	232	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	233	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	234	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	235	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	236	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	237	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	238	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	239	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	240	0	0	0	0	0	0	2	0	0	0	0	0
PMA1	241	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	242	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	243	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	244	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	245	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	246	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	247	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	248	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	249	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	250	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	251	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	252	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	253	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	254	0	0	0	0	2	0	0	0	0	0	0	0
PMA1	255	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	256	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	257	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	258	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	259	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	260	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	261	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	262	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	263	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	264	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	265	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	266	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	267	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	268	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	269	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	270	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	271	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	272	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	273	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	274	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	275	1	0	0	0	0	0	0	0	0	0	0	0
PMA1	276	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	277	2	0	0	0	0	0	0	0	0	0	0	0
PMA1	278	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	279	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	280	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	281	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	282	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	283	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	284	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	285	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	286	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	287	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	288	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	289	1	0	0	0	0	0	0	0	0	0	0	0
PMA1	290	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	291	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	292	0	0	0	0	0	1	0	0	0	0	0	0
PMA1	293	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	294	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	295	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	296	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	297	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	298	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	299	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	300	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	301	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	302	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	303	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	304	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	305	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	306	0	9	1	1	1	1	3	0	0	4	5	3
PMA1	307	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	308	0	0	0	3	0	0	0	0	0	0	0	0
PMA1	309	0	1	0	0	3	0	0	0	0	0	0	0
PMA1	310	0	0	1	0	0	0	0	0	0	0	1	1
PMA1	311	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	312	0	0	0	0	0	0	0	0	0	0	0	0
PMA1	313	0	0	0	0	0	0	0	0	1	0	0	0
PMA1	314	0	0	2	0	1	1	0	1	0	0	0	2
PMA1	315	2	6	4	3	8	10	2	6	8	1	9	7
PMA1	316	0	0	0	0	0	0	0	1	0	0	0	0
PMA1	317	1	1	2	2	0	1	0	1	2	1	0	1
PMA1	318	0	0	0	0	0	0	0	0	0	0	1	0
PMA1	319	2	0	0	1	1	0	0	4	2	1	3	1
